Var1,Var66
15837,0
15838,0
15840,0
15841,0
15846,0
15847,0
15849,0
15852,0
15856,0
15860,0
15861,0
15867,0
15874,0
15881,0
15885,0
15888,0
15898,0
15901,0
15903,0
15910,0
15914,0
15917,0
15923,0
15926,0
15927,0
15928,0
15930,0
15936,0
15937,0
15938,0
15940,0
15949,0
15953,0
15954,0
15959,0
15968,0
15976,0
15979,0
15982,0
15991,0
15992,0
15993,0
15994,0
16028,0
16045,0
16050,0
16055,0
16056,0
16085,0
16086,0
16089,0
16091,0
16099,0
16101,0
16103,0
16104,0
16111,0
16118,0
16126,0
16129,0
16130,0
16132,0
16146,0
16154,0
16156,0
16157,0
16160,0
16166,0
16168,0
16169,0
16172,0
16174,0
16176,0
16178,0
16192,0
16196,0
16198,0
16200,0
16203,0
16207,0
16210,0
16211,0
16216,0
16220,0
16221,0
16231,0
16232,0
16233,0
16234,0
16236,0
16237,0
16240,0
16250,0
16254,0
16265,0
16275,0
16276,0
16277,0
16281,0
16283,0
16288,0
16289,0
16290,0
16293,0
16294,0
16302,0
16310,0
16313,0
16322,0
16327,0
16330,0
16332,0
16337,0
16340,0
16341,0
16343,0
16344,0
16350,0
16352,0
16361,0
16375,0
16386,0
16388,0
16390,0
16391,0
16394,0
16400,0
16403,0
16406,0
16413,0
16420,0
16422,0
16425,0
16435,0
16436,0
16445,0
16452,0
16457,0
16460,0
16466,0
16478,0
16485,0
16493,0
16494,0
16496,0
16499,0
16500,0
16505,0
16506,0
16514,0
16519,0
16520,0
16522,0
16524,0
16526,0
16531,0
16540,0
16548,0
16557,0
16561,0
16562,0
16566,0
16571,0
16574,0
16577,0
16588,0
16590,0
16597,0
16603,0
16617,0
16626,0
16631,0
16633,0
16639,0
16644,0
16652,0
16654,0
21370,0
21376,0
21385,0
21386,0
21404,0
21405,0
21408,0
21409,0
21414,0
21415,0
21417,0
21425,0
21434,0
21440,0
21453,0
21462,0
21463,0
21474,0
21477,0
21481,0
21489,0
21490,0
