Var1,Var66
13653,0
13655,0
13665,0
13668,0
13674,0
13675,0
13693,0
13695,0
13702,0
13703,0
13706,0
13707,0
13711,0
13718,0
13727,0
13736,0
13744,0
13746,0
13748,0
13749,0
13750,0
13751,0
13753,0
13755,0
13761,0
13762,0
13764,0
13768,0
13769,0
13772,0
13774,0
13775,0
13783,0
13792,0
13793,0
13794,0
13797,0
13803,0
13810,0
13811,0
13817,0
13821,0
13822,0
13823,0
13827,0
13829,0
13830,0
13833,0
13838,0
13844,0
13853,0
13857,0
13860,0
13862,0
13864,0
13867,0
13870,0
13872,0
13875,0
13884,0
13888,0
13893,0
13897,0
13899,0
13904,0
13908,0
13911,0
13912,0
13913,0
13916,0
13918,0
13919,0
13920,0
13931,0
13937,0
13942,0
13949,0
13950,0
13951,0
13957,0
13963,0
13964,0
13968,0
13973,0
13975,0
13976,0
13985,0
13991,0
13997,0
13998,0
14000,0
14006,0
14007,0
14009,0
14010,0
14012,0
14013,0
14016,0
14018,0
14021,0
14023,0
14024,0
14025,0
14037,0
14043,0
14048,0
14060,0
14063,0
14067,0
14069,0
14070,0
14073,0
14075,0
14077,0
14078,0
14079,0
14085,0
14086,0
14090,0
14103,0
14110,0
14118,0
14120,0
14123,0
14131,0
14133,0
14144,0
14150,0
14154,0
14158,0
14166,0
14181,0
14183,0
14185,0
14190,0
14194,0
14204,0
14205,0
14213,0
14220,0
14223,0
14233,0
14241,0
14243,0
14247,0
14248,0
14250,0
14258,0
14260,0
14261,0
14262,0
14266,0
14269,0
14274,0
14280,0
14286,0
14289,0
14292,0
14294,0
14306,0
14309,0
14312,0
14316,0
14318,0
14319,0
14322,0
14324,0
14326,0
14327,0
14330,0
14331,0
14332,0
14338,0
14342,0
14344,0
14365,0
14366,0
14368,0
14374,0
14386,0
14396,0
14397,0
14401,0
14403,0
14408,0
14414,0
14418,0
14436,0
14437,0
14439,0
14441,0
14444,0
14445,0
14451,0
14474,0
14477,0
14480,0
14484,0
14493,0
14495,0
14500,0
14505,0
14515,0
14517,0
14518,0
14519,0
14520,0
14523,0
14524,0
14525,0
14527,0
14528,0
14529,0
14532,0
14538,0
14544,0
14546,0
14548,0
14553,0
14555,0
14558,0
14559,0
14561,0
14562,0
14563,0
14566,0
14574,0
14577,0
14579,0
14589,0
14591,0
14592,0
14598,0
14602,0
14603,0
14610,0
14612,0
14618,0
14620,0
14623,0
14625,0
14626,0
14627,0
14628,0
14634,0
14635,0
14637,0
14640,0
14651,0
14653,0
14672,0
14678,0
14680,0
14681,0
14689,0
14691,0
14694,0
14699,0
14710,0
14712,0
14720,0
14721,0
14728,0
14729,0
14736,0
14737,0
14749,0
14755,0
14757,0
14759,0
14762,0
14763,0
14765,0
14772,0
14775,0
14782,0
14785,0
14788,0
14791,0
14794,0
14804,0
14807,0
14811,0
14815,0
14816,0
14821,0
14823,0
14824,0
14826,0
14827,0
14828,0
14832,0
14838,0
14845,0
14859,0
14860,0
14861,0
14869,0
14875,0
14880,0
14881,0
14884,0
14888,0
14891,0
14898,0
14902,0
14908,0
14910,0
14922,0
14928,0
14934,0
14935,0
14942,0
14945,0
14946,0
14952,0
14959,0
14966,0
14968,0
14969,0
14979,0
14980,0
14987,0
14990,0
14991,0
14996,0
14997,0
14999,0
15012,0
15013,0
15017,0
15018,0
15019,0
15020,0
15023,0
15026,0
15048,0
15049,0
15051,0
15056,0
15060,0
15061,0
15069,0
15076,0
15078,0
15087,0
15098,0
15099,0
15107,0
15109,0
15110,0
15120,0
15126,0
15135,0
15138,0
15143,0
15145,0
15148,0
15164,0
15165,0
15170,0
15171,0
15176,0
15178,0
15184,0
15189,0
15193,0
15200,0
15203,0
15211,0
15213,0
15214,0
15220,0
15221,0
15223,0
15241,0
15246,0
15248,0
15254,0
15267,0
15269,0
15270,0
15279,0
15280,0
15281,0
15284,0
15291,0
15298,0
15301,0
15306,0
15314,0
15322,0
15327,0
15336,0
15341,0
15345,0
15354,0
15357,0
15361,0
15364,0
15366,0
15367,0
15377,0
15380,0
15388,0
15391,0
15394,0
15411,0
15412,0
15419,0
15424,0
15426,0
15430,0
15441,0
15442,0
15455,0
15461,0
15462,0
15464,0
15465,0
15466,0
15468,0
15480,0
15482,0
15488,0
15490,0
15491,0
15493,0
15494,0
15497,0
15505,0
15510,0
15515,0
15516,0
15520,0
15525,0
15526,0
15529,0
15530,0
15532,0
15541,0
15548,0
15550,0
15551,0
15556,0
15562,0
15564,0
15566,0
15574,0
15591,0
15593,0
15596,0
15600,0
15605,0
15618,0
15619,0
15620,0
15625,0
15628,0
15631,0
15635,0
15642,0
15653,0
15654,0
15660,0
15667,0
15668,0
15671,0
15677,0
15678,0
15679,0
15680,0
15690,0
15693,0
15696,0
15700,0
15702,0
15703,0
15709,0
15713,0
15716,0
15718,0
15723,0
15725,0
15727,0
15731,0
15732,0
15740,0
15747,0
15749,0
15751,0
15753,0
15762,0
15777,0
15778,0
15784,0
15792,0
15796,0
15798,0
15807,0
15811,0
15812,0
15816,0
15819,0
15824,0
15831,0
15833,0
15834,0
15837,0
15840,0
15844,0
15845,0
15848,0
15856,0
15860,0
15861,0
15865,0
15874,0
15878,0
15881,0
15885,0
15893,0
15898,0
15901,0
15903,0
15909,0
15911,0
15914,0
15916,0
15917,0
15925,0
15937,0
15938,0
15943,0
15944,0
15949,0
15950,0
15953,0
15954,0
15956,0
15959,0
15960,0
15967,0
15968,0
15970,0
15971,0
15973,0
15987,0
15992,0
15994,0
15997,0
16001,0
16004,0
16006,0
16010,0
16015,0
16032,0
16044,0
16053,0
16054,0
16062,0
16063,0
16067,0
16072,0
16074,0
16077,0
16106,0
16116,0
16126,0
16130,0
16132,0
16139,0
16146,0
16148,0
16151,0
16154,0
16157,0
16164,0
16169,0
16172,0
16189,0
16200,0
16207,0
16210,0
16211,0
16214,0
16220,0
16221,0
16222,0
16231,0
16237,0
16245,0
16250,0
16264,0
16267,0
16269,0
16271,0
16274,0
16276,0
16277,0
16283,0
16288,0
16292,0
16294,0
16297,0
16301,0
16302,0
16307,0
16309,0
16315,0
16330,0
16334,0
16337,0
16340,0
16341,0
16342,0
16343,0
16344,0
16352,0
16355,0
16357,0
16373,0
16375,0
16380,0
16383,0
16394,0
16396,0
16397,0
16400,0
16402,0
16403,0
16411,0
16412,0
16413,0
16416,0
16420,0
16424,0
16425,0
16427,0
16429,0
16431,0
16432,0
16434,0
16438,0
16444,0
16447,0
16453,0
16454,0
16462,0
16470,0
16486,0
16488,0
16490,0
16494,0
16496,0
16499,0
16507,0
16512,0
16519,0
16522,0
16525,0
16526,0
16530,0
16532,0
16535,0
16549,0
16557,0
16561,0
16562,0
16565,0
16566,0
16567,0
16570,0
16571,0
16577,0
16583,0
16584,0
16589,0
16590,0
16596,0
16605,0
16620,0
16625,0
16626,0
16633,0
16639,0
16643,0
16652,0
16653,0
21375,0
21376,0
21385,0
21386,0
21387,0
21389,0
21409,0
21415,0
21418,0
21423,0
21429,0
21432,0
21438,0
21443,0
21447,0
21451,0
21453,0
21454,0
21462,0
21471,0
21475,0
21480,0
21481,0
21487,0
